white_elo,black_elo,result,time_control,opening_moves,num_opening_moves,post_opening_acpl,eco_code,opening_name,eco_line_length,avg_elo,rating_group
1841,1510,white,300+2,e4 d5 exd5 Qxd5 Nc3 Qa5 d4 e5 dxe5 Qxe5+,10,,B01,Scandinavian Defense: Anderssen Counterattack,8,1675,advanced
1564,1646,white,180+0,e4 c5 Nf3 e6 Bc4 a6 d4 b5 Bd3 Nf6,10,,B40,Sicilian Defense: French Variation,4,1605,advanced
1724,1951,black,30+0,e4 d5 exd5 Qxd5 d4 Qd8 Nc3 Nf6 Bg5 Nc6,10,,B01,Scandinavian Defense: Mieses-Kotroc Variation,4,1837,advanced
1458,1599,draw,480+2,e4 d6 Nf3 Bg4 Nc3 Nf6 Bc4 e6 O-O c6,10,,B00,Pirc Defense,2,1528,intermediate
1759,1624,white,120+1,e4 e6 d4 d5 exd5 Qxd5 Nf3 Nf6 Nc3 Bb4,10,,C01,French Defense: Exchange Variation,5,1691,advanced
1972,2043,white,300+5,e4 e6 d4 d5 e5 c5 c3 Qb6 Nf3 Nc6,10,,C02,French Defense: Advance Variation,7,2007,expert
1858,1503,white,420+0,e4 e5 d4 exd4 Nf3 Nc6 Bc4 h6 c3 dxc3,10,,C21,Center Game: Kieseritzky Variation,5,1680,advanced
1822,1491,white,300+0,e4 d5 exd5 Qxd5 Nf3 Qe6+ Be2 Nc6 a3 h5,10,,B01,Scandinavian Defense: Mieses-Kotroc Variation,4,1656,advanced
1607,1610,black,300+0,e4 e5 Bc4 Bc5 Nc3 c6 Nge2 Qf6 O-O g5,10,,C23,Bishop's Opening: Boi Variation,4,1608,advanced
2000,1951,white,240+2,e4 e5 Bc4 Nc6 c3 Nf6 Qe2 Bc5 Nf3 O-O,10,,C23,Bishop's Opening,3,1975,expert
1448,1375,white,180+0,e4 e5 Nf3 Nc6 Bb5 Nd4 Nxd4 exd4 Qf3 Nf6,10,,C61,Ruy Lopez: Bird Variation,6,1411,intermediate
1497,1609,black,300+0,e4 e5 Nf3 d6 Bc4 h6 Nc3 Nf6 d3 Be7,10,,C41,Philidor Defense,5,1553,intermediate
1591,1665,black,300+0,e4 c5 d4 cxd4 Qxd4 Nc6 Qe3 e5 a3 b6,10,,B21,Sicilian Defense: Smith-Morra Gambit,3,1628,advanced
1496,1646,black,-,e4 e5 Nf3 Nc6 d4 Nxd4 Nxe5 Bd6 Qxd4 Qf6,10,5943.53,C44,Scotch Game: Lolli Variation,6,1571,intermediate
1190,1460,black,300+0,e4 d5 e5 Bf5 d4 Nc6 Bb5 Qd7 Qh5 Bg6,10,,B01,Scandinavian Defense,2,1325,intermediate
1537,1640,draw,300+0,d4 d5 c4 c6 Nc3 Nf6 Bg5 e6 Nf3 Be7,10,,D10,Slav Defense,5,1588,intermediate
1505,1485,white,840+0,b3 e5 Ba3 Bxa3 Nxa3 d5 Nb5 a6 Nc3 d4,10,,A01,Nimzo-Larsen Attack: Modern Variation,2,1495,intermediate
1424,1352,black,180+3,e4 e5 Nf3 Nc6 Bb5 f6 Bxc6 dxc6 O-O Bc5,10,,C60,Ruy Lopez: Nürnberg Variation,6,1388,intermediate
1316,1297,black,300+0,e4 e5 Nf3 Nc6 b3 g6 Bb2 Bg7 d4 d6,10,,C44,King's Knight Opening: Normal Variation,4,1306,intermediate
1440,1513,white,30+0,c4 Nf6 Nc3 e6 d4 Be7 e3 O-O Nf3 d6,10,,A17,"English Opening: Anglo-Indian Defense, Hedgehog System",4,1476,intermediate
1481,1597,black,180+0,e4 e5 d4 exd4 Qxd4 Nc6 Qa4 d6 Nc3 Bd7,10,,C22,Center Game: Normal Variation,6,1539,intermediate
1719,1717,white,0+1,e4 d5 exd5 Qxd5 Nf3 Qe6+ Be2 Nc6 O-O Qg6,10,,B01,Scandinavian Defense: Mieses-Kotroc Variation,4,1718,advanced
1779,1899,white,600+2,e4 e6 d4 d5 exd5 exd5 Nf3 Nf6 h3 Be7,10,,C01,French Defense: Exchange Variation,7,1839,advanced
1521,1510,white,120+0,e4 c5 d4 cxd4 Qxd4 Nc6 Qa4 d6 Nc3 Nf6,10,,B21,Sicilian Defense: Smith-Morra Gambit,3,1515,intermediate
1764,1912,black,30+0,e4 e6 e5 d5 f4 c5 Nf3 d4 Bb5+ Nc6,10,,C00,French Defense: Steinitz Attack,3,1838,advanced
1911,2011,white,900+0,d4 g6 c4 Bg7 Nf3 d6 e4 Nd7 Bd3 c5,10,,A40,Queen's Pawn Game: Modern Defense,2,1961,expert
1745,1784,draw,30+0,g3 d5 f3 Bh3 e3 Bxf1 Kxf1 Nf6 Kf2 e6,10,,A00,Hungarian Opening,1,1764,advanced
1674,1666,draw,180+2,c4 Nf6 Nc3 b6 e4 e5 d3 Bb4 g3 Bb7,10,,A16,"English Opening: Anglo-Indian Defense, Queen's Knight Variation",3,1670,advanced
1978,2160,draw,180+2,d4 Nf6 c4 c5 d5 e6 Nc3 exd5 cxd5 d6,10,,A60,Benoni Defense: Modern Variation,6,2069,expert
1480,1524,black,600+0,e4 e5 Nf3 Nc6 Bb5 a6 Ba4 Nf6 Bxc6 dxc6,10,,C77,"Ruy Lopez: Morphy Defense, Bayreuth Variation",9,1502,intermediate
1776,1714,white,180+2,e4 e5 Nf3 d6 Nc3 c6 d4 Qc7 Be3 h6,10,,C41,Philidor Defense,4,1745,advanced
1668,1606,white,600+0,b3 e5 g3 d6 Bg2 Nf6 Nh3 h6 d3 Be6,10,,A01,Nimzo-Larsen Attack: Modern Variation,2,1637,advanced
1589,1500,black,900+0,e4 e5 Nf3 Nc6 Bc4 h6 d3 d6 Be3 Bg4,10,2081.63,C50,Italian Game: Anti-Fried Liver Defense,6,1544,intermediate
1560,1391,white,180+0,d4 Nf6 e4 Nxe4 Nf3 g6 Nbd2 Nxd2 Qxd2 Bg7,10,,A45,Indian Defense: Omega Gambit,3,1475,intermediate
1952,1878,white,180+0,e4 e5 Nf3 Nc6 Bb5 a6 Ba4 b5 Bb3 Bc5,10,,C70,"Ruy Lopez: Morphy Defense, Graz Variation",10,1915,expert
1027,1266,black,120+0,e4 e5 Nf3 Nc6 d4 exd4 Nxd4 Nxd4 Qxd4 d6,10,,C45,Scotch Game,7,1146,novice
1472,1977,black,180+0,d4 c6 Nf3 e6 Nc3 d5 Bd2 f5 e3 Nf6,10,,A40,Queen's Pawn Game,1,1724,advanced
1601,1643,white,600+0,e4 c6 Nf3 d5 Nc3 Bg4 h3 Bxf3 Qxf3 Nf6,10,,B10,Caro-Kann Defense,2,1622,advanced
1852,1938,white,180+0,e4 e5 d4 Nf6 Bg5 d6 dxe5 dxe5 Qxd8+ Kxd8,10,,C20,Center Game,3,1895,advanced
1911,1638,white,600+0,e4 e5 Nf3 Bc5 Bc4 Nf6 O-O d6 d4 exd4,10,,C40,King's Pawn Game: Busch-Gass Gambit,4,1774,advanced
1158,1139,black,300+0,e4 e6 Nf3 c6 Nc3 b5 d4 a5 Bd3 b4,10,192.44,C00,French Defense: Knight Variation,3,1148,novice
1796,1434,white,720+0,d4 e5 dxe5 d6 exd6 Bxd6 c4 c5 Nc3 Nf6,10,,A40,Englund Gambit: Hartlaub-Charlick Gambit,4,1615,advanced
1869,1270,white,180+0,e4 e6 d4 d5 Nd2 dxe4 Nxe4 h6 Nf3 a6,10,,C03,French Defense: Tarrasch Variation,5,1569,intermediate
1141,1349,black,240+0,e3 e5 e4 d6 f3 c6 d3 a6 Ne2 b5,10,,A00,Van't Kruijs Opening,1,1245,novice
1785,1835,white,180+0,d4 d5 c4 e6 Nc3 Bb4 e3 Bxc3+ bxc3 c6,10,,D31,Queen's Gambit Declined: Queen's Knight Variation,5,1810,advanced
1924,1921,black,600+0,d4 d5 c4 c6 e3 Bf5 Nc3 e6 Qb3 Na6,10,,D10,Slav Defense,4,1922,expert
1844,1902,black,180+0,d4 d5 c4 Nf6 Nc3 e6 Nf3 Be7 e3 O-O,10,,D06,Queen's Gambit Declined: Marshall Defense,4,1873,advanced
1950,1933,white,180+0,e4 c5 Nf3 d6 c3 e5 Be2 Nc6 O-O Nf6,10,,B50,"Sicilian Defense: Delayed Alapin Variation, with d6",5,1941,expert
1767,1700,black,60+0,e4 Nc6 d4 e5 d5 Nce7 Nc3 Ng6 Nf3 Nf6,10,,B00,"Nimzowitsch Defense: Kennedy Variation, Linksspringer Variation",5,1733,advanced
1291,1240,black,300+3,e4 e5 Nf3 Bc5 Bc4 c6 d4 exd4 Nxd4 Qh4,10,,C40,King's Pawn Game: Busch-Gass Gambit,4,1265,novice
1212,1143,white,300+3,e4 e5 Nf3 Nc6 d3 h6 c3 Nf6 Nbd2 Ng4,10,,C44,King's Knight Opening: Normal Variation,4,1177,novice
1533,1749,black,600+0,e4 e5 d3 Nf6 f3 Nc6 Be3 Be7 Bf2 d5,10,,C20,King's Pawn Game: Leonardis Variation,3,1641,advanced
2004,1833,white,300+0,e4 e5 Nf3 d6 d4 Qe7 Nc3 c6 Bc4 Bg4,10,,C41,Philidor Defense,5,1918,expert
1758,1739,white,480+0,e4 c5 Qf3 d6 Bc4 Nf6 d3 Bg4 Qg3 e5,10,2579.19,B20,Sicilian Defense,2,1748,advanced
1428,1479,draw,300+0,e4 e5 Nf3 Nc6 d4 exd4 Nxd4 Nxd4 Qxd4 d6,10,,C45,Scotch Game,7,1453,intermediate
1809,1575,black,600+0,e4 e5 Nf3 Nf6 Nxe5 d6 Nf3 Nxe4 d4 d5,10,1922.19,C42,Petrov's Defense: Classical Attack,9,1692,advanced
1990,2107,white,600+0,Nf3 d5 g3 c5 Bg2 Nc6 O-O Nf6 d4 e6,10,,A08,King's Indian Attack: French Variation,6,2048,expert
1902,944,white,300+0,d4 Nc6 d5 Ne5 f4 Ng6 e4 e6 c4 exd5,10,,A40,Mikenas Defense,2,1423,intermediate
1500,1594,black,900+5,e3 e5 Qf3 Nf6 d4 e4 Qf5 d5 Nc3 Bxf5,10,,A00,Van't Kruijs Opening,1,1547,intermediate
1728,1710,black,60+0,d4 Nf6 c4 d6 Nc3 g6 e3 Bg7 Nf3 O-O,10,,A53,Old Indian Defense,4,1719,advanced
1909,1820,white,300+0,d4 d5 c4 dxc4 e4 b5 a4 Bd7 axb5 Bxb5,10,,D20,"Queen's Gambit Accepted: Central Variation, Greco Variation",6,1864,advanced
1838,1816,black,300+0,e4 c5 Bc4 e6 Nc3 a6 a3 b5 Bf1 Bb7,10,,B20,Sicilian Defense: Bowdler Attack,3,1827,advanced
2077,1957,white,300+0,e4 e5 Nf3 Nc6 Bb5 f5 d3 Nf6 O-O fxe4,10,,C63,Ruy Lopez: Schliemann Defense,6,2017,expert
1646,1891,draw,30+0,Nc3 d5 e4 d4 Nce2 c5 d3 Nc6 f4 Bg4,10,,A00,Van Geet Opening,1,1768,advanced
947,1160,black,300+0,e4 e5 Nf3 Nc6 Bc4 Nd4 Ng5 Qxg5 g3 d5,10,,C50,Italian Game: Blackburne-Kostić Gambit,6,1053,novice
2118,1990,black,60+0,d4 d5 e3 e6 Nf3 Nf6 Be2 c5 O-O Nc6,10,,D00,Queen's Pawn Game,3,2054,expert
1746,1734,white,300+0,e4 d5 exd5 Nf6 Nf3 Nxd5 c4 Nf6 d4 Bg4,10,,B01,Scandinavian Defense: Modern Variation,4,1740,advanced
1573,1623,white,300+0,d4 Nf6 c3 g6 Nf3 Bg7 g3 O-O Bg2 d5,10,,A45,Indian Defense,2,1598,intermediate
1962,2036,black,60+0,e3 d5 b3 e6 Bb2 f5 d4 Nf6 Nd2 c6,10,,A00,Van't Kruijs Opening,1,1999,expert
1635,1534,black,60+0,a3 e5 b4 d5 c4 dxc4 d4 cxd3 Qxd3 Qxd3,10,,A00,Anderssen's Opening,1,1584,intermediate
1511,1668,black,300+5,e4 c5 Bc4 e6 Nf3 Nc6 c3 g6 d4 cxd4,10,,B20,Sicilian Defense: Bowdler Attack,3,1589,intermediate
1657,1685,black,60+0,e4 c6 f4 d5 e5 e6 Nf3 Nd7 d4 Ne7,10,5091.73,B10,Caro-Kann Defense,2,1671,advanced
1534,1592,white,120+3,g3 e5 Nc3 d6 Bg2 Be7 e4 Nf6 d3 O-O,10,,A00,Hungarian Opening,1,1563,intermediate
1520,1530,white,300+0,e4 e5 Nf3 Nc6 Bc4 Nf6 Ng5 d5 exd5 Na5,10,,C58,"Italian Game: Two Knights Defense, Polerio Defense",10,1525,intermediate
1810,1609,white,480+0,d4 d5 c4 c6 Nf3 Nf6 Nc3 Bf5 e3 h6,10,,D15,Slav Defense: Three Knights Variation,7,1709,advanced
1339,1330,black,600+0,e4 c5 b4 cxb4 Bb2 e6 d4 d5 exd5 Qxd5,10,,B20,"Sicilian Defense: Wing Gambit, Abrahams Variation",5,1334,intermediate
1803,1761,white,60+0,f4 Nf6 b3 e6 Bb2 d5 e3 Be7 Nf3 O-O,10,,A02,Bird Opening,1,1782,advanced
1967,2083,white,60+0,e4 c5 Nf3 d6 d4 cxd4 Nxd4 Nf6 Nc3 a6,10,117.94,B90,Sicilian Defense: Najdorf Variation,10,2025,expert
2030,1537,white,600+0,e4 e6 d4 Nc6 Nf3 Nf6 Nbd2 Bb4 c3 Ba5,10,,C00,French Defense: Normal Variation,3,1783,advanced
1594,1545,white,120+1,d4 d5 Nf3 Bf5 c4 Nf6 cxd5 Qxd5 Nc3 Qd8,10,,D02,Queen's Pawn Game: Zukertort Variation,3,1569,intermediate
1712,1581,black,900+0,e4 Nf6 Nc3 d5 exd5 Nxd5 Nxd5 Qxd5 Nf3 Bg4,10,,B02,Alekhine Defense: Scandinavian Variation,4,1646,advanced
1416,1530,white,120+0,d4 d5 c4 Nf6 Nc3 e6 Bg5 Be7 Nf3 h6,10,,D06,Queen's Gambit Declined: Marshall Defense,4,1473,intermediate
1336,1306,black,120+1,e4 d5 Nf3 dxe4 Ng5 e5 Nxe4 Bf5 Ng3 Nh6,10,,A06,Zukertort Opening: Tennison Gambit,3,1321,intermediate
1710,1804,white,180+0,e3 c5 d4 cxd4 exd4 d5 Nf3 e6 c4 Nf6,10,,A00,Van't Kruijs Opening,1,1757,advanced
1532,1668,black,360+0,Nf3 d5 c4 d4 b3 g6 Bb2 Bg7 e3 Nc6,10,,A09,Réti Opening: Advance Variation,4,1600,advanced
1595,1792,black,60+0,e4 e6 d4 d5 e5 c5 c3 Nc6 Nf3 Nh6,10,2620.59,C02,"French Defense: Advance Variation, Paulsen Attack",9,1693,advanced
1600,1583,black,180+0,e4 c5 Nf3 d6 d4 cxd4 Qxd4 Nc6 Qd1 e5,10,,B53,Sicilian Defense: Chekhover Variation,7,1591,intermediate
994,1148,black,480+0,e4 e5 Nc3 Nf6 g3 Bb4 Nce2 Nxe4 Nf3 Bc5,10,33230.67,C26,Vienna Game: Mieses Variation,5,1071,novice
1820,1865,white,180+0,d4 Nf6 c4 e6 e4 d5 e5 Nfd7 cxd5 exd5,10,,A50,Indian Defense: Normal Variation,3,1842,advanced
2090,2209,black,180+0,e4 c5 Nc3 d6 Nf3 a6 d4 cxd4 Qxd4 Nc6,10,,B23,Sicilian Defense: Closed,3,2149,expert
1544,1420,white,300+3,e4 e5 Nf3 Nc6 Bb5 d6 O-O a6 Bxc6+ bxc6,10,94.4,C62,Ruy Lopez: Steinitz Defense,6,1482,intermediate
1500,1711,black,300+0,e4 c5 Nc3 Nc6 d4 cxd4 Nb5 Qa5+,8,,B23,"Sicilian Defense: Closed, Traditional",4,1605,advanced
2317,2233,white,120+10,e4 c5 Nf3 d6 d4 cxd4 Nxd4 Nf6 Nc3 a6,10,,B90,Sicilian Defense: Najdorf Variation,10,2275,master
1827,1836,white,60+0,e4 c5 Nf3 g6 c3 d5 d4 cxd4 Ng5 dxe4,10,,B27,Sicilian Defense: Hyperaccelerated Dragon,4,1831,advanced
2056,2092,white,180+0,b3 e5 Bb2 Nc6 e3 d5 Bb5 Bd6 f4 exf4,10,,A01,Nimzo-Larsen Attack: Modern Variation,5,2074,expert
1784,1752,white,600+0,d4 Nf6 c4 d5 Nc3 dxc4 Nf3 Bg4 Bg5 Bxf3,10,,A50,Indian Defense: Normal Variation,3,1768,advanced
1810,1874,black,600+0,d4 g6 Bf4 Bg7 e3 c5 dxc5 Bxb2 Nd2 Bxa1,10,,A40,Queen's Pawn Game: Modern Defense,2,1842,advanced
1981,2172,black,45+0,d4 Nf6 c4 c5 d5 e6 Nc3 exd5 cxd5 d6,10,,A60,Benoni Defense: Modern Variation,6,2076,expert
1500,1489,white,600+0,e4 e5 Nc3 Qh4 Nf3 Qf6 d3 Bc5 Bg5 Qb6,10,,C25,Vienna Game,3,1494,intermediate
2197,2206,black,480+0,d4 Nf6 c4 d5 Nc3 c6 Nf3 dxc4 a4 Bg4,10,,A50,Indian Defense: Normal Variation,3,2201,master
1900,1839,black,300+0,e4 c6 d4 d5 Nc3 dxe4 Nxe4 Nd7 Nf3 Ngf6,10,,B15,Caro-Kann Defense,6,1869,advanced
1948,1897,black,180+0,d4 d5 Nc3 e6 e3 Nf6 f3 Be7 e4 dxe4,10,9067.11,D00,Queen's Pawn Game: Chigorin Variation,4,1922,expert
1956,1880,black,480+0,e4 d6 h3 g6 Nf3 Bg7 d4 f5 Bd3 fxe4,10,,B00,Pirc Defense,2,1918,expert
1984,2001,black,300+0,e4 e5 f4 d5 Nf3 Bc5 Nxe5 dxe4 d4 Qxd4,10,2301.23,C31,"King's Gambit Declined: Falkbeer Countergambit, Blackburne Attack",5,1992,expert
1128,1273,black,600+0,d4 d5 g3 Bf5 Bg2 Nf6 Nc3 c6 f3 e6,10,3929.76,D00,Queen's Pawn Game,2,1200,novice
1288,1331,black,900+15,e4 Nf6 f3 Nc6 Bb5 d5 Bxc6+ bxc6 d3 c5,10,5187.95,B02,Alekhine Defense,2,1309,intermediate
2146,1959,white,30+0,Nc3 Nf6 e4 Ng8 d4 e6 f4 c6 Nf3 b5,10,,A00,Van Geet Opening,1,2052,expert
1723,1736,white,300+0,e4 c5 Nf3 d6 Nc3 Nc6 Bc4 e6 d3 Nf6,10,,B50,Sicilian Defense: Modern Variations,4,1729,advanced
1432,1390,black,300+0,e4 e5 Nf3 Nc6 Bc4 Nf6 Ng5 d5 exd5 Nxd5,10,,C57,"Italian Game: Two Knights Defense, Knight Attack, Normal Variation",8,1411,intermediate
1774,1744,black,180+0,e4 Nc6 Nf3 b6 d4 Bb7 Bd3 e6 c3 Nce7,10,,B00,Nimzowitsch Defense: Declined Variation,3,1759,advanced
1496,1655,black,3600+0,e4 e5 Nf3 Nc6 Bb5 a6 Bxc6 dxc6 b3 Bg4,10,1014.45,C68,Ruy Lopez: Exchange Variation,7,1575,intermediate
1674,1691,white,300+0,e4 c5 c3 d5 exd5 Qxd5 Nf3 Nf6 d4 e6,10,,B22,"Sicilian Defense: Alapin Variation, Barmen Defense",6,1682,advanced
1155,1270,black,300+0,e4 e5 Nf3 Nc6 d4 exd4 Nxd4 Bc5 Nxc6 bxc6,10,,C45,Scotch Game: Classical Variation,8,1212,novice
2205,1951,black,300+0,Nf3 d5 c4 d4 e3 c5 exd4 cxd4 g3 Nc6,10,,A09,Réti Opening: Advance Variation,4,2078,expert
1591,1464,white,300+0,d4 d5 c4 c6 Bf4 e6 Nc3 Bd6 Bxd6 Qxd6,10,,D10,Slav Defense,4,1527,intermediate
1623,1466,white,120+0,e4 d6 d4 Nf6 Nc3 Nfd7 f3 Nb6 Be3 Nc6,10,,B00,Pirc Defense,4,1544,intermediate
1501,1684,black,120+5,e4 c5 d4 cxd4 c3 dxc3 Nxc3 Nc6 Bc4 e6,10,,B21,Sicilian Defense: Smith-Morra Gambit Accepted,6,1592,intermediate
1404,1365,white,240+0,e4 d5 Nc3 dxe4 Nxe4 Nc6 Nf3 Bf5 d3 Bxe4,10,,B01,Scandinavian Defense,2,1384,intermediate
1647,1566,draw,180+5,e4 e5 Nf3 Nc6 Be2 Nf6 d3 d5 Nbd2 Bb4,10,,C44,"King's Pawn Game: Tayler Opening, Inverted Hanham",9,1606,advanced
2016,1787,white,60+0,c4 e6 d4 b6 Nf3 Bb7 Nc3 Bb4 a3 Bxc3+,10,,A13,English Opening: Agincourt Defense,2,1901,expert
1593,1628,white,60+3,e4 c5 Bc4 Nc6 d3 Nf6 Nc3 a6 Bg5 h6,10,,B20,Sicilian Defense: Bowdler Attack,3,1610,advanced
1356,1419,white,60+0,d4 e6 Nf3 d5 Nc3 Nc6 Bg5 Bb4 Bxd8 Nxd8,10,,A40,Horwitz Defense,2,1387,intermediate
1756,1870,white,60+0,d4 b6 c4 Bb7 Nc3 e6 a3 Nf6 Nf3 d5,10,,A40,English Defense,2,1813,advanced
2037,1879,white,300+5,d4 Nf6 c4 e6 Nc3 d5 cxd5 exd5 Bg5 Be7,10,,D35,"Queen's Gambit Declined: Exchange Variation, Positional Variation",9,1958,expert
1668,1549,draw,540+0,b3 e5 Bb2 d6 e3 Nc6 g3 Nf6 Bg2 Be7,10,,A01,Nimzo-Larsen Attack: Modern Variation,2,1608,advanced
2015,2133,white,300+0,e4 c5 Nc3 Nc6 f4 e5 Nf3 d6 Bc4 exf4,10,,B23,Sicilian Defense: Grand Prix Attack,5,2074,expert
1660,1740,black,60+1,e4 e6 Nf3 b6 d4 Bb7 Bd3 Nf6 O-O Nxe4,10,,C00,French Defense: Knight Variation,3,1700,advanced
1722,1655,white,900+0,e4 g6 d4 Bg7 Be3 d6 Nc3 Nf6 Qd2 O-O,10,,B06,Modern Defense,4,1688,advanced
1749,1641,white,60+0,d4 c6 Nc3 d5 e4 dxe4 d5 e6 Bf4 exd5,10,,A40,Queen's Pawn Game,1,1695,advanced
1617,1555,white,180+0,e4 e5 Nf3 Nc6 Bc4 Nf6 Ng5 Bc5 Bxf7+ Ke7,10,,C57,"Italian Game: Two Knights Defense, Traxler Counterattack, Bishop Sacrifice Line",9,1586,intermediate
1885,1812,black,360+0,e4 c5 Nf3 d6 d4 cxd4 Nxd4 Nf6 Nc3 a6,10,,B90,Sicilian Defense: Najdorf Variation,10,1848,advanced
1599,1980,black,480+0,e4 e5 Nc3 Nf6 Nf3 Nc6 d4 exd4 Nxd4 Bb4,10,,C26,Vienna Game: Falkbeer Variation,4,1789,advanced
1649,1574,white,180+0,e4 c5 d4 cxd4 Nf3 d6 Nxd4 a6 Nc3 Qa5,10,,B21,Sicilian Defense: Morphy Gambit,5,1611,advanced
1848,1873,white,180+0,d4 Nf6 c4 e5 d5 Bb4+ Bd2 Qe7 a3 Bxd2+,10,,A51,Indian Defense: Budapest Defense,4,1860,advanced
2173,2110,black,180+0,d4 Nf6 Nf3 e6 c3 b6 Bf4 Be7 e3 O-O,10,,A46,Indian Defense: Knights Variation,3,2141,expert
1679,1664,white,60+0,d4 e6 c4 d5 Nc3 Nf6 cxd5 Nxd5 Bg5 Be7,10,3384.8,A40,Horwitz Defense,2,1671,advanced
1512,2070,black,60+0,e4 g6 Nf3 Bg7 d4 Nf6 Bd3 d6 c3 O-O,10,,B06,Modern Defense,2,1791,advanced
2055,2137,black,60+0,d4 Nf6 Bg5 Ne4 Bf4 d5 f3 Nf6 e3 e6,10,,A45,Trompowsky Attack,3,2096,expert
1561,1748,black,60+0,d4 e6 e3 d5 Nf3 Nf6 Bd3 c5 O-O cxd4,10,,A40,Horwitz Defense,2,1654,advanced
2273,2146,white,60+0,e4 d5 exd5 Nf6 c4 Bg4 Be2 Bf5 Nf3 c6,10,,B01,Scandinavian Defense: Modern Variation,4,2209,master
1954,1833,white,60+0,d3 c6 Bd2 d5 e4 e6 e5 Ne7 f4 g6,10,,A00,Mieses Opening,1,1893,advanced
1852,1888,white,300+0,e4 c5 Nc3 a6 f4 e6 Nf3 b5 a4 b4,10,,B23,Sicilian Defense: Closed,3,1870,advanced
1487,1820,black,360+0,e4 e6 d4 d5 e5 c5 c3 Nc6 Nf3 Nge7,10,5380.87,C02,"French Defense: Advance Variation, Paulsen Attack",9,1653,advanced
1482,1589,white,300+0,d4 e6 e4 c6 Nf3 Bb4+ c3 Ba5 Bc4 h6,10,,A40,Horwitz Defense,2,1535,intermediate
1672,1160,white,60+0,e3 c5 e4 Nc6 Qf3 Nf6 Bc4 e6 Qb3 d5,10,,A00,Van't Kruijs Opening,1,1416,intermediate
2028,2070,black,300+0,d4 d5 c4 c6 Nc3 Nf6 Nf3 e6 e3 Nbd7,10,,D10,Slav Defense,5,2049,expert
1664,1746,black,300+0,e4 e5 Nf3 Nc6 Bb5 d6 Bxc6+ bxc6 O-O Be7,10,,C62,Ruy Lopez: Steinitz Defense,6,1705,advanced
1345,1476,white,300+0,e4 e5 Nf3 Nc6 Bb5 a6 Ba4 b5 Bb3 Nf6,10,,C70,"Ruy Lopez: Morphy Defense, Caro Variation",8,1410,intermediate
1303,1215,white,300+0,b3 e5 Bb2 f6 d3 d5 Nd2 Bb4 c3 Ba5,10,,A01,Nimzo-Larsen Attack: Modern Variation,2,1259,novice
1532,1513,white,120+1,e4 e6 Nf3 d5 exd5 exd5 d4 Nf6 h3 Bd6,10,,C00,French Defense: Knight Variation,3,1522,intermediate
1913,1652,black,300+0,e4 e6 Bc4 d5 exd5 exd5 Bb3 Nf6 Ne2 Bd6,10,,C00,French Defense,2,1782,advanced
1830,1740,black,300+0,e4 c5 Nf3 e6 c3 Nf6 e5 Nd5 d4 cxd4,10,,B40,"Sicilian Defense: Delayed Alapin Variation, with e6",5,1785,advanced
1488,1650,black,420+2,g3 e5 Bg2 Nf6 d3 c6 Bg5 Be7 h4 O-O,10,,A00,Hungarian Opening,1,1569,intermediate
1638,1564,white,180+1,e4 b6 d4 Bb7 d5 Nc6 dxc6 dxc6,8,,B00,Owen Defense,2,1601,advanced
1905,1958,draw,180+0,e4 e5 Nf3 Nc6 d4 exd4 Nxd4 Nf6 Nc3 Bb4,10,,C45,Scotch Game: Schmidt Variation,8,1931,expert
1329,1306,white,600+0,d4 d5 Nc3 e6 e4 Bb4 exd5 Bxc3+ bxc3 exd5,10,,D00,Queen's Pawn Game: Chigorin Variation,4,1317,intermediate
1875,1742,white,120+1,e4 c5 Nc3 d6 f4 g6 Nf3 Bg7 Bc4 Nf6,10,,B23,Sicilian Defense: Closed,3,1808,advanced
1371,1356,white,600+0,e4 e5 Nf3 d6 Bc4 f6 d3 g6 Nh4 f5,10,,C41,Philidor Defense,5,1363,intermediate
1536,1446,black,600+4,e4 e5 Qh5 Qf6 Bc4 Bc5 Nf3 Nc6 c3 g6,10,,C20,King's Pawn Game: Wayward Queen Attack,3,1491,intermediate
1879,1609,white,180+0,e4 c5 Nf3 Nc6 d4 cxd4 c3 g6 cxd4 Bg7,10,,B32,Sicilian Defense: Open,6,1744,advanced
2040,1972,white,180+0,e4 c5 Nf3 d6 d4 cxd4 Nxd4 Nf6 Nc3 a6,10,,B90,Sicilian Defense: Najdorf Variation,10,2006,expert
1558,1393,white,300+0,e4 c5 Nf3 Nc6 Bb5 Qb6 Bxc6 Qxc6 d3 c4,10,,B30,Sicilian Defense: Nyezhmetdinov-Rossolimo Attack,5,1475,intermediate
1669,1800,black,180+2,e4 c5 Nf3 d6 d4 cxd4 Qxd4 Nc6 Bb5 Bd7,10,,B53,Sicilian Defense: Chekhover Variation,7,1734,advanced
2110,2108,black,60+0,d4 e5 Nf3 e4 Nfd2 d5 e3 c6 c4 f5,10,,A40,Englund Gambit Declined: Reversed Krebs,4,2109,expert
1845,1899,draw,180+0,d4 Nf6 c4 e6 a3 d5 Nf3 Be7 Nc3 Nbd7,10,,A50,Indian Defense: Normal Variation,3,1872,advanced
1840,1800,black,60+0,b4 d5 Bb2 e6 Nf3 b6 b5 Bb7 e3 Nd7,10,,A00,"Polish Opening, with d5",2,1820,advanced
1800,1782,white,60+1,e4 g6 d4 Bg7 Nf3 d6 c4 e5 dxe5 dxe5,10,,B06,Modern Defense,4,1791,advanced
